path,object_exist,x,y,w,h
Object/7280.png,1,27,160,401,324
Object/7281.png,1,303,301,125,110
Object/7282.png,1,154,346,348,176
Object/7283.png,1,43,12,418,127
Object/7284.png,1,229,174,122,115
Object/7285.png,1,355,181,184,230
Object/7286.png,1,3,85,129,101
Object/7287.png,1,39,122,341,351
Object/7288.png,1,325,92,232,374
Object/7289.png,1,167,309,122,66
Object/7290.png,1,103,28,401,477
Object/7291.png,1,350,66,99,170
Object/7292.png,1,138,51,395,396
Object/7293.png,1,325,68,130,78
Object/7294.png,1,135,28,214,473
Object/7295.png,1,256,246,256,299
Object/7296.png,1,279,124,217,223
Object/7297.png,1,26,203,388,331
Object/7298.png,1,484,473,82,105
Object/7299.png,1,179,123,162,124
Object/7300.png,1,198,177,221,317
Object/7301.png,1,192,251,179,275
Object/7302.png,1,211,121,245,226
Object/7303.png,1,230,398,116,107
Object/7304.png,1,498,226,83,123
Object/7305.png,1,223,342,255,246
Object/7306.png,1,210,163,231,240
Object/7307.png,1,120,0,137,190
Object/7308.png,1,21,115,170,411
Object/7309.png,1,7,271,256,275
Object/7310.png,1,366,46,216,174
Object/7311.png,1,258,133,282,249
Object/7312.png,1,216,110,277,140
Object/7313.png,1,105,365,417,126
Object/7314.png,1,212,219,284,269
Object/7315.png,1,339,29,235,294
Object/7316.png,1,231,372,283,222
Object/7317.png,1,32,124,432,444
Object/7318.png,1,46,227,67,108
Object/7319.png,1,224,216,216,117
Object/7320.png,1,310,267,235,280
Object/7321.png,1,330,59,258,441
Object/7322.png,1,188,171,405,406
Object/7323.png,1,273,198,153,92
Object/7324.png,1,99,122,199,439
Object/7325.png,1,279,12,256,299
Object/7326.png,1,59,259,121,125
Object/7327.png,1,19,7,493,421
Object/7328.png,1,345,275,193,245
Object/7329.png,1,49,257,372,286
Object/7330.png,1,227,5,338,485
Object/7331.png,1,193,27,103,159
Object/7332.png,1,336,298,217,200
Object/7333.png,1,40,258,230,212
Object/7334.png,1,141,112,189,278
Object/7335.png,1,109,119,480,464
Object/7336.png,1,210,161,248,257
Object/7337.png,1,213,64,358,496
Object/7338.png,1,63,308,72,175
Object/7339.png,1,162,11,338,363
Object/7340.png,1,334,404,120,96
Object/7341.png,1,34,84,481,424
Object/7342.png,1,3,283,486,247
Object/7343.png,1,154,290,380,115
Object/7344.png,1,403,33,161,152
Object/7345.png,1,102,159,351,439
Object/7346.png,1,25,281,343,270
Object/7347.png,1,173,97,393,404
Object/7348.png,1,142,57,226,364
Object/7349.png,1,268,358,302,164
Object/7350.png,1,185,116,179,213
Object/7351.png,1,290,113,186,318
Object/7352.png,1,198,83,336,337
Object/7353.png,1,30,23,319,193
Object/7354.png,1,410,68,171,378
Object/7355.png,1,112,97,378,441
Object/7356.png,1,167,110,308,317
Object/7357.png,1,281,73,113,96
Object/7358.png,1,260,13,227,289
Object/7359.png,1,367,221,153,117
Object/7360.png,1,33,30,176,253
Object/7361.png,1,136,385,82,127
Object/7362.png,1,163,269,209,193
Object/7363.png,1,107,227,175,161
Object/7364.png,1,149,16,256,377
Object/7365.png,1,52,179,300,290
Object/7366.png,1,268,193,241,250
Object/7367.png,1,20,354,114,158
Object/7368.png,1,397,136,186,449
Object/7369.png,1,113,212,262,282
Object/7370.png,1,314,132,174,140
Object/7371.png,1,24,1,474,418
Object/7372.png,1,257,220,154,78
Object/7373.png,1,115,319,458,139
Object/7374.png,1,173,306,290,275
Object/7375.png,1,216,142,341,426
Object/7376.png,1,47,43,384,302
Object/7377.png,1,258,154,272,280
Object/7378.png,1,215,76,140,227
Object/7379.png,1,94,221,370,201
Object/7380.png,1,103,15,235,280
Object/7381.png,1,276,90,217,371
Object/7382.png,1,7,49,461,462
Object/7383.png,1,384,382,172,104
Object/7384.png,1,211,283,135,298
Object/7385.png,1,150,86,237,277
Object/7386.png,1,235,10,323,332
Object/7387.png,1,107,161,478,408
Object/7388.png,1,5,83,384,487
Object/7389.png,1,25,233,406,312
Object/7390.png,1,109,199,73,105
Object/7391.png,1,12,190,196,301
Object/7392.png,1,150,3,366,338
Object/7393.png,1,99,66,191,176
Object/7394.png,1,309,46,286,421
Object/7395.png,1,95,79,195,188
Object/7396.png,1,134,58,283,294
Object/7397.png,1,122,171,199,277
Object/7398.png,1,196,191,158,383
Object/7399.png,1,159,179,371,399
Object/7400.png,1,3,42,456,368
Object/7401.png,1,108,214,209,184
Object/7402.png,1,138,127,412,209
Object/7403.png,1,80,2,410,124
Object/7404.png,1,235,270,283,268
Object/7405.png,1,128,125,372,465
Object/7406.png,1,27,108,474,373
Object/7407.png,1,113,68,368,378
Object/7408.png,1,289,262,119,193
Object/7409.png,1,33,150,180,98
Object/7410.png,1,197,61,336,400
Object/7411.png,1,359,141,184,315
Object/7412.png,1,5,140,414,415
Object/7413.png,1,330,261,149,90
Object/7414.png,1,231,192,158,350
Object/7415.png,1,67,23,412,481
Object/7416.png,1,64,168,402,413
Object/7417.png,1,84,254,270,230
Object/7418.png,1,328,54,100,128
Object/7419.png,1,430,389,139,107
Object/7420.png,1,149,107,293,421
Object/7421.png,1,1,46,244,374
Object/7422.png,1,93,2,470,434
Object/7423.png,1,138,133,384,355
Object/7424.png,1,254,3,327,481
Object/7425.png,1,171,235,281,271
Object/7426.png,1,145,80,415,431
Object/7427.png,1,119,38,281,390
Object/7428.png,1,23,222,131,316
Object/7429.png,1,57,146,368,396
Object/7430.png,1,90,13,311,251
Object/7431.png,1,65,62,419,370
Object/7432.png,1,429,227,132,67
Object/7433.png,1,228,277,282,85
Object/7434.png,1,222,54,358,339
Object/7435.png,1,194,4,391,489
Object/7436.png,1,398,463,108,85
Object/7437.png,1,50,432,117,121
Object/7438.png,1,124,99,286,462
Object/7439.png,1,26,4,414,225
Object/7440.png,1,42,251,274,326
Object/7441.png,1,158,235,173,297
Object/7442.png,1,234,47,350,351
Object/7443.png,1,139,56,361,219
Object/7444.png,1,330,228,158,349
Object/7445.png,1,358,299,199,233
Object/7446.png,1,331,276,176,181
Object/7447.png,1,154,260,381,325
Object/7448.png,1,444,180,139,177
Object/7449.png,1,123,313,255,196
Object/7450.png,1,52,86,157,226
Object/7451.png,1,13,17,311,477
Object/7452.png,1,381,57,204,188
Object/7453.png,1,353,355,212,196
Object/7454.png,1,354,150,163,240
Object/7455.png,1,26,57,232,224
Object/7456.png,1,202,182,142,148
Object/7457.png,1,238,204,236,328
Object/7458.png,1,345,46,73,177
Object/7459.png,1,27,44,437,470
Object/7460.png,1,107,428,137,110
Object/7461.png,1,182,249,332,293
Object/7462.png,1,167,152,430,218
Object/7463.png,1,88,5,342,104
Object/7464.png,1,98,126,384,364
Object/7465.png,1,76,107,394,492
Object/7466.png,1,155,7,291,229
Object/7467.png,1,128,51,405,416
Object/7468.png,1,287,114,181,293
Object/7469.png,1,162,7,177,96
Object/7470.png,1,15,438,106,127
Object/7471.png,1,437,420,63,108
Object/7472.png,1,5,51,477,478
Object/7473.png,1,31,2,425,258
Object/7474.png,1,513,63,81,180
Object/7475.png,1,40,92,363,424
Object/7476.png,1,209,258,292,300
Object/7477.png,1,172,302,321,274
Object/7478.png,1,139,281,127,161
Object/7479.png,1,293,29,288,221
Object/7480.png,1,161,222,240,345
Object/7481.png,1,239,53,297,456
Object/7482.png,1,13,46,402,371
Object/7483.png,1,282,229,226,208
Object/7484.png,1,334,244,199,293
Object/7485.png,1,13,15,293,283
Object/7486.png,1,331,405,164,170
Object/7487.png,1,257,91,303,420
Object/7488.png,1,229,56,105,255
Object/7489.png,1,300,101,235,253
Object/7490.png,1,17,303,366,295
Object/7491.png,1,265,135,267,235
Object/7492.png,1,195,518,154,78
Object/7493.png,1,181,412,384,116
Object/7494.png,1,303,206,117,110
Object/7495.png,1,290,195,245,307
Object/7496.png,1,160,177,413,325
Object/7497.png,1,200,158,120,124
Object/7498.png,1,253,237,142,230
Object/7499.png,1,306,432,236,128
Object/7500.png,1,285,298,218,260
Object/7501.png,1,37,49,220,376
Object/7502.png,1,229,57,256,257
Object/7503.png,1,175,52,170,103
Object/7504.png,1,49,181,55,123
Object/7505.png,1,127,80,421,492
Object/7506.png,1,207,427,150,154
Object/7507.png,1,172,186,412,352
Object/7508.png,1,230,399,155,197
Object/7509.png,1,354,165,218,167
Object/7510.png,1,155,51,333,478
Object/7511.png,1,7,284,115,177
Object/7512.png,1,102,157,142,131
Object/7513.png,1,10,272,183,169
Object/7514.png,1,133,393,90,133
Object/7515.png,1,234,36,142,137
Object/7516.png,1,215,111,341,354
Object/7517.png,1,94,269,151,210
Object/7518.png,1,397,352,55,134
Object/7519.png,1,44,44,408,438
Object/7520.png,1,81,84,334,269
Object/7521.png,1,328,234,221,195
Object/7522.png,1,182,288,297,151
Object/7523.png,1,173,164,248,75
Object/7524.png,1,225,342,241,228
Object/7525.png,1,248,279,245,307
Object/7526.png,1,137,263,357,281
Object/7527.png,1,464,257,131,135
Object/7528.png,1,87,28,262,423
Object/7529.png,1,329,308,226,123
Object/7530.png,1,10,150,371,441
Object/7531.png,1,316,83,269,460
Object/7532.png,1,134,47,208,209
Object/7533.png,1,120,269,387,235
Object/7534.png,1,37,353,75,167
Object/7535.png,1,205,224,198,232
Object/7536.png,1,418,144,173,178
Object/7537.png,1,73,46,277,236
Object/7538.png,1,138,32,341,433
Object/7539.png,1,66,239,446,343
Object/7540.png,1,252,107,239,343
Object/7541.png,1,5,346,110,170
Object/7542.png,1,158,176,215,198
Object/7543.png,1,16,1,261,241
Object/7544.png,1,231,292,178,262
Object/7545.png,1,93,44,479,463
Object/7546.png,1,180,284,244,253
Object/7547.png,1,21,82,130,181
Object/7548.png,1,370,291,90,218
Object/7549.png,1,300,118,225,242
Object/7550.png,1,26,232,389,314
Object/7551.png,1,81,113,100,88
Object/7552.png,1,6,368,414,210
Object/7553.png,1,2,372,205,62
Object/7554.png,1,100,185,289,274
Object/7555.png,1,104,77,169,211
Object/7556.png,1,325,22,271,213
Object/7557.png,1,54,256,322,331
Object/7558.png,1,388,219,117,190
Object/7559.png,1,150,7,277,151
Object/7560.png,1,281,149,288,343
Object/7561.png,1,512,269,73,125
Object/7562.png,1,350,237,199,200
Object/7563.png,1,169,60,229,139
Object/7564.png,1,147,32,217,478
Object/7565.png,1,75,76,303,354
Object/7566.png,1,294,166,154,159
Object/7567.png,1,133,235,238,203
Object/7568.png,1,332,90,228,290
Object/7569.png,1,154,139,267,205
Object/7570.png,1,179,47,321,460
Object/7571.png,1,264,52,159,245
Object/7572.png,1,407,343,145,134
Object/7573.png,1,197,270,273,252
Object/7574.png,1,226,94,113,167
Object/7575.png,1,165,40,428,414
Object/7576.png,1,14,299,253,263
Object/7577.png,1,15,167,88,122
Object/7578.png,1,287,348,66,161
Object/7579.png,1,210,122,118,127
Object/7580.png,1,64,276,361,291
Object/7581.png,1,51,119,489,431
Object/7582.png,1,250,198,232,117
Object/7583.png,1,15,346,489,148
Object/7584.png,1,213,100,330,312
Object/7585.png,1,0,82,341,426
Object/7586.png,1,97,134,201,158
Object/7587.png,1,52,53,360,370
Object/7588.png,1,395,246,166,268
Object/7589.png,1,39,367,130,70
Object/7590.png,1,4,131,336,400
Object/7591.png,1,102,74,199,340
Object/7592.png,1,73,34,435,436
Object/7593.png,1,121,397,308,187
Object/7594.png,1,150,59,138,306
Object/7595.png,1,203,371,125,146
Object/7596.png,1,2,186,362,372
Object/7597.png,1,118,346,250,213
Object/7598.png,1,394,25,139,177
Object/7599.png,1,70,227,466,359
Object/7600.png,1,414,224,104,150
Object/7601.png,1,201,187,223,343
Object/7602.png,1,307,271,164,151
Object/7603.png,1,77,88,381,352
Object/7604.png,1,293,293,84,124
Object/7605.png,1,133,28,449,434
Object/7606.png,1,360,330,229,238
Object/7607.png,1,384,328,101,141
Object/7608.png,1,121,214,151,366
Object/7609.png,1,201,114,117,126
Object/7610.png,1,128,54,255,206
Object/7611.png,1,66,106,111,98
Object/7612.png,1,231,22,235,119
Object/7613.png,1,210,295,310,94
Object/7614.png,1,203,308,246,233
Object/7615.png,1,304,45,253,316
Object/7616.png,1,275,17,274,215
Object/7617.png,1,96,103,446,459
Object/7618.png,1,134,382,121,195
Object/7619.png,1,92,347,304,165
Object/7620.png,1,400,431,141,168
Object/7621.png,1,138,41,70,120
Object/7622.png,1,140,87,456,457
Object/7623.png,1,130,369,263,159
Object/7624.png,1,10,134,181,399
Object/7625.png,1,51,184,230,269
Object/7626.png,1,95,225,284,292
Object/7627.png,1,18,128,431,368
Object/7628.png,1,351,270,161,205
Object/7629.png,1,436,427,155,119
Object/7630.png,1,154,237,176,253
Object/7631.png,1,61,9,129,198
Object/7632.png,1,77,133,398,368
Object/7633.png,1,95,357,253,233
Object/7634.png,1,431,205,104,153
Object/7635.png,1,17,17,402,388
Object/7636.png,1,150,142,231,240
Object/7637.png,1,41,277,81,113
Object/7638.png,1,364,123,129,312
Object/7639.png,1,94,52,462,496
Object/7640.png,1,159,116,103,83
Object/7641.png,1,87,121,177,156
Object/7642.png,1,97,283,448,227
Object/7643.png,1,22,73,151,45
Object/7644.png,1,186,55,390,369
Object/7645.png,1,313,314,195,244
Object/7646.png,1,475,17,116,91
Object/7647.png,1,151,72,368,378
Object/7648.png,1,199,81,262,422
Object/7649.png,1,112,46,460,250
Object/7650.png,1,208,293,108,129
Object/7651.png,1,344,129,204,350
Object/7652.png,1,68,35,461,462
Object/7653.png,1,249,159,339,205
Object/7654.png,1,196,130,148,327
Object/7655.png,1,18,231,99,116
Object/7656.png,1,206,401,184,189
Object/7657.png,1,261,98,312,266
Object/7658.png,1,486,21,96,122
Object/7659.png,1,159,267,381,293
Object/7660.png,1,50,345,160,230
Object/7661.png,1,62,102,161,247
Object/7662.png,1,290,109,267,246
Object/7663.png,1,172,43,409,378
Object/7664.png,1,251,95,262,386
Object/7665.png,1,2,343,108,104
Object/7666.png,1,173,212,290,301
Object/7667.png,1,205,243,197,274
Object/7668.png,1,41,315,94,227
Object/7669.png,1,88,28,424,456
Object/7670.png,1,240,238,331,267
Object/7671.png,1,138,192,367,324
Object/7672.png,1,254,147,211,107
Object/7673.png,1,149,19,306,93
Object/7674.png,1,104,253,247,234
Object/7675.png,1,259,181,290,362
Object/7676.png,1,291,271,102,80
Object/7677.png,1,401,364,112,116
Object/7678.png,1,273,19,296,478
Object/7679.png,1,156,264,404,220
Object/7680.png,1,180,126,340,405
Object/7681.png,1,35,69,285,488
Object/7682.png,1,29,51,355,356
Object/7683.png,1,293,165,228,138
Object/7684.png,1,60,152,160,354
Object/7685.png,1,47,327,161,188
Object/7686.png,1,160,195,299,307
Object/7687.png,1,217,195,380,324
Object/7688.png,1,86,103,220,280
Object/7689.png,1,4,16,495,381
Object/7690.png,1,135,38,333,478
Object/7691.png,1,180,151,83,128
Object/7692.png,1,177,81,396,366
Object/7693.png,1,81,147,309,285
Object/7694.png,1,245,78,122,180
Object/7695.png,1,145,22,286,276
Object/7696.png,1,11,37,456,473
Object/7697.png,1,358,246,152,211
Object/7698.png,1,452,90,116,280
Object/7699.png,1,28,144,392,421
Object/7700.png,1,377,392,186,150
Object/7701.png,1,356,198,195,172
Object/7702.png,1,370,419,143,72
Object/7703.png,1,76,385,238,72
Object/7704.png,1,32,101,411,389
Object/7705.png,1,143,248,221,276
Object/7706.png,1,439,373,115,90
Object/7707.png,1,135,200,250,257
Object/7708.png,1,160,104,268,432
Object/7709.png,1,61,137,188,102
Object/7710.png,1,149,122,364,433
Object/7711.png,1,19,32,224,383
Object/7712.png,1,142,93,405,406
Object/7713.png,1,44,306,331,201
Object/7714.png,1,228,89,205,452
Object/7715.png,1,379,136,114,134
Object/7716.png,1,101,143,440,452
Object/7717.png,1,90,61,383,327
Object/7718.png,1,87,314,146,186
Object/7719.png,1,107,17,461,355
Object/7720.png,1,242,234,149,214
Object/7721.png,1,164,40,322,494
Object/7722.png,1,159,300,288,266
Object/7723.png,1,167,69,384,355
Object/7724.png,1,398,63,191,281
Object/7725.png,1,41,76,496,479
Object/7726.png,1,93,4,410,425
Object/7727.png,1,74,132,252,350
Object/7728.png,1,359,80,182,441
Object/7729.png,1,186,106,408,438
Object/7730.png,1,296,199,291,235
Object/7731.png,1,59,121,412,363
Object/7732.png,1,259,188,213,108
Object/7733.png,1,151,446,257,78
Object/7734.png,1,116,152,388,367
Object/7735.png,1,417,50,84,105
Object/7736.png,1,35,10,182,143
Object/7737.png,1,426,455,121,125
Object/7738.png,1,167,148,233,376
Object/7739.png,1,37,74,401,218
Object/7740.png,1,380,413,100,119
Object/7741.png,1,232,392,94,161
Object/7742.png,1,155,126,145,146
Object/7743.png,1,108,301,289,175
Object/7744.png,1,144,2,73,162
Object/7745.png,1,81,38,335,391
Object/7746.png,1,41,122,118,122
Object/7747.png,1,82,315,250,213
Object/7748.png,1,295,146,121,154
Object/7749.png,1,202,295,321,247
Object/7750.png,1,139,147,266,382
Object/7751.png,1,267,62,307,471
Object/7752.png,1,90,39,436,403
Object/7753.png,1,45,50,442,408
Object/7754.png,1,53,197,225,332
Object/7755.png,1,36,88,460,445
Object/7756.png,1,161,131,220,229
Object/7757.png,1,40,22,285,395
Object/7758.png,1,67,50,189,458
Object/7759.png,1,32,67,230,247
Object/7760.png,1,24,148,380,307
Object/7761.png,1,171,25,393,347
Object/7762.png,1,234,264,359,182
Object/7763.png,1,244,478,341,103
Object/7764.png,1,185,155,368,349
Object/7765.png,1,396,263,104,131
Object/7766.png,1,294,314,289,227
Object/7767.png,1,224,184,133,137
Object/7768.png,1,376,143,119,192
Object/7769.png,1,249,250,307,167
Object/7770.png,1,362,57,216,257
Object/7771.png,1,152,21,257,440
Object/7772.png,1,17,108,366,367
Object/7773.png,1,215,185,257,156
Object/7774.png,1,313,135,157,346
Object/7775.png,1,120,238,243,284
Object/7776.png,1,229,13,364,374
Object/7777.png,1,204,67,351,300
Object/7778.png,1,190,23,316,401
Object/7779.png,1,166,81,128,98
Object/7780.png,1,317,4,192,276
Object/7781.png,1,135,101,140,216
Object/7782.png,1,162,170,384,355
Object/7783.png,1,66,115,498,460
Object/7784.png,1,259,318,163,241
Object/7785.png,1,229,161,304,294
Object/7786.png,1,150,108,359,373
Object/7787.png,1,189,126,325,451
Object/7788.png,1,259,104,199,481
Object/7789.png,1,190,165,250,269
Object/7790.png,1,23,303,267,215
Object/7791.png,1,71,89,373,329
Object/7792.png,1,210,101,221,112
Object/7793.png,1,140,110,392,119
Object/7794.png,1,103,134,488,462
Object/7795.png,1,60,172,290,362
Object/7796.png,1,53,168,419,330
Object/7797.png,1,204,182,182,187
Object/7798.png,1,348,42,194,313
Object/7799.png,1,154,248,209,114
Object/7800.png,1,4,189,186,222
Object/7801.png,1,274,81,274,468
Object/7802.png,1,48,317,113,114
Object/7803.png,1,148,82,371,225
Object/7804.png,1,265,98,70,155
Object/7805.png,1,333,155,194,227
Object/7806.png,1,348,365,174,179
Object/7807.png,1,63,20,446,381
Object/7808.png,1,127,162,310,394
Object/7809.png,1,70,60,425,327
Object/7810.png,1,270,66,325,467
Object/7811.png,1,492,394,79,122
Object/7812.png,1,110,140,425,392
Object/7813.png,1,158,16,287,265
Object/7814.png,1,53,1,231,340
Object/7815.png,1,199,59,269,260
Object/7816.png,1,22,76,433,449
Object/7817.png,1,294,204,208,289
Object/7818.png,1,128,66,174,421
Object/7819.png,1,391,402,174,187
Object/7820.png,1,262,239,273,220
Object/7821.png,1,92,403,199,175
Object/7822.png,1,80,67,416,211
Object/7823.png,1,186,179,237,72
Object/7824.png,1,96,175,417,395
Object/7825.png,1,155,338,118,148
Object/7826.png,1,127,121,401,315
Object/7827.png,1,193,336,221,227
Object/7828.png,1,441,207,73,119
Object/7829.png,1,20,466,188,102
Object/7830.png,1,323,94,138,164
Object/7831.png,1,67,233,190,325
Object/7832.png,1,427,335,155,156
Object/7833.png,1,37,69,486,295
Object/7834.png,1,22,15,47,104
Object/7835.png,1,141,51,353,412
Object/7836.png,1,225,348,141,145
Object/7837.png,1,179,243,405,346
Object/7838.png,1,354,350,143,182
Object/7839.png,1,97,64,401,309
Object/7840.png,1,8,46,339,487
Object/7841.png,1,216,87,178,274
Object/7842.png,1,401,414,177,163
Object/7843.png,1,182,233,387,357
Object/7844.png,1,86,307,188,277
Object/7845.png,1,179,86,397,384
Object/7846.png,1,66,28,407,422
Object/7847.png,1,168,26,335,465
Object/7848.png,1,11,57,172,416
Object/7849.png,1,353,183,133,143
Object/7850.png,1,108,228,348,281
Object/7851.png,1,212,75,331,292
Object/7852.png,1,100,103,463,235
Object/7853.png,1,192,129,232,70
Object/7854.png,1,263,42,291,275
Object/7855.png,1,124,283,193,241
Object/7856.png,1,192,227,140,110
Object/7857.png,1,110,82,439,451
Object/7858.png,1,186,79,304,491
Object/7859.png,1,46,320,479,261
Object/7860.png,1,122,160,331,394
Object/7861.png,1,137,362,111,190
Object/7862.png,1,73,86,484,485
Object/7863.png,1,251,238,308,187
Object/7864.png,1,33,140,187,414
Object/7865.png,1,76,12,427,499
Object/7866.png,1,218,71,174,179
Object/7867.png,1,102,101,364,311
Object/7868.png,1,222,26,286,363
Object/7869.png,1,142,85,147,113
Object/7870.png,1,479,56,108,156
Object/7871.png,1,214,58,157,241
Object/7872.png,1,51,3,454,419
Object/7873.png,1,5,290,213,196
Object/7874.png,1,49,272,127,188
Object/7875.png,1,183,2,159,153
Object/7876.png,1,44,45,420,436
Object/7877.png,1,232,138,291,404
Object/7878.png,1,394,0,88,213
Object/7879.png,1,190,334,211,227
Object/7880.png,1,147,77,252,203
Object/7881.png,1,225,128,180,158
Object/7882.png,1,213,5,165,83
Object/7883.png,1,27,190,396,120
Object/7884.png,1,56,136,486,460
Object/7885.png,1,211,169,209,262
Object/7886.png,1,96,39,232,182
Object/7887.png,1,161,171,408,420
Object/7888.png,1,208,224,69,112
Object/7889.png,1,60,226,330,180
Object/7890.png,1,287,195,217,259
Object/7891.png,1,150,33,273,467
Object/7892.png,1,302,224,164,165
Object/7893.png,1,106,179,268,162
Object/7894.png,1,432,316,59,132
Object/7895.png,1,272,151,283,331
Object/7896.png,1,150,112,254,261
Object/7897.png,1,97,137,317,270
Object/7898.png,1,199,257,255,324
Object/7899.png,1,177,51,406,312
Object/7900.png,1,19,183,229,329
Object/7901.png,1,520,66,78,120
Object/7902.png,1,22,161,441,407
Object/7903.png,1,197,171,393,363
Object/7904.png,1,67,89,321,472
Object/7905.png,1,184,121,374,361
Object/7906.png,1,45,447,144,150
Object/7907.png,1,254,405,83,115
Object/7908.png,1,19,147,146,353
Object/7909.png,1,185,340,211,227
Object/7910.png,1,67,146,472,381
Object/7911.png,1,48,182,416,367
Object/7912.png,1,51,331,255,129
Object/7913.png,1,128,210,186,56
Object/7914.png,1,112,54,481,456
Object/7915.png,1,313,166,275,344
Object/7916.png,1,134,88,382,300
Object/7917.png,1,56,145,360,370
Object/7918.png,1,3,40,249,401
Object/7919.png,1,222,140,375,204
Object/7920.png,1,245,147,207,246
Object/7921.png,1,26,165,192,329
Object/7922.png,1,57,71,411,412
Object/7923.png,1,130,233,411,249
Object/7924.png,1,186,228,157,348
Object/7925.png,1,232,39,325,379
Object/7926.png,1,60,40,438,450
Object/7927.png,1,177,13,383,327
Object/7928.png,1,210,16,269,342
Object/7929.png,1,144,259,260,200
Object/7930.png,1,233,114,337,483
Object/7931.png,1,368,112,178,274
Object/7932.png,1,322,52,204,188
Object/7933.png,1,221,225,151,139
Object/7934.png,1,254,178,131,193
Object/7935.png,1,29,292,200,193
Object/7936.png,1,15,54,418,434
Object/7937.png,1,64,283,176,244
Object/7938.png,1,139,13,189,456
Object/7939.png,1,79,52,455,489
Object/7940.png,1,53,161,402,324
Object/7941.png,1,9,88,360,317
Object/7942.png,1,229,124,259,131
Object/7943.png,1,227,173,192,58
Object/7944.png,1,145,21,428,405
Object/7945.png,1,229,7,193,241
Object/7946.png,1,120,180,404,318
Object/7947.png,1,196,289,156,161
Object/7948.png,1,44,250,159,257
Object/7949.png,1,10,176,412,224
Object/7950.png,1,55,0,400,476
Object/7951.png,1,270,100,268,459
Object/7952.png,1,89,1,135,136
Object/7953.png,1,344,199,159,96
Object/7954.png,1,295,77,182,403
Object/7955.png,1,244,41,345,403
Object/7956.png,1,47,38,348,358
Object/7957.png,1,167,146,395,337
Object/7958.png,1,152,105,127,162
Object/7959.png,1,50,67,453,349
Object/7960.png,1,482,275,90,129
Object/7961.png,1,241,163,244,374
Object/7962.png,1,51,50,200,184
Object/7963.png,1,309,376,198,183
Object/7964.png,1,119,269,144,213
Object/7965.png,1,53,165,115,111
Object/7966.png,1,123,173,404,419
Object/7967.png,1,290,6,308,427
Object/7968.png,1,347,249,111,268
Object/7969.png,1,182,64,240,258
Object/7970.png,1,70,256,326,263
Object/7971.png,1,289,271,286,252
Object/7972.png,1,122,413,231,117
Object/7973.png,1,111,354,340,103
Object/7974.png,1,80,43,497,471
Object/7975.png,1,301,218,213,267
Object/7976.png,1,161,255,200,157
Object/7977.png,1,241,53,343,353
Object/7978.png,1,74,82,118,191
Object/7979.png,1,158,132,425,231
Object/7980.png,1,155,189,128,153
Object/7981.png,1,208,290,65,112
Object/7982.png,1,145,320,264,265
Object/7983.png,1,96,11,463,281
Object/7984.png,1,51,366,74,164
Object/7985.png,1,162,93,396,462
Object/7986.png,1,60,130,364,374
Object/7987.png,1,471,453,108,92
Object/7988.png,1,195,20,273,347
Object/7989.png,1,11,278,260,200
Object/7990.png,1,233,241,114,164
Object/7991.png,1,388,302,180,276
Object/7992.png,1,71,41,456,421
Object/7993.png,1,117,82,388,358
Object/7994.png,1,131,120,226,333
Object/7995.png,1,143,205,389,376
Object/7996.png,1,70,36,475,493
Object/7997.png,1,233,326,193,268
Object/7998.png,1,188,103,177,427
Object/7999.png,1,72,58,454,488
Object/8000.png,1,7,1,412,332
Object/8001.png,1,34,149,246,217
Object/8002.png,1,61,212,457,232
Object/8003.png,1,120,94,462,140
Object/8004.png,1,2,110,499,473
Object/8005.png,1,214,101,235,294
Object/8006.png,1,41,337,181,142
Object/8007.png,1,113,5,481,494
Object/8008.png,1,419,237,102,165
Object/8009.png,1,206,17,123,67
Object/8010.png,1,303,259,263,313
Object/8011.png,1,252,1,265,453
Object/8012.png,1,322,11,244,245
Object/8013.png,1,276,58,154,93
Object/8014.png,1,353,361,106,235
Object/8015.png,1,205,134,380,444
Object/8016.png,1,160,154,183,188
Object/8017.png,1,46,123,363,310
Object/8018.png,1,189,109,277,352
Object/8019.png,1,89,12,435,335
Object/8020.png,1,9,62,202,290
Object/8021.png,1,164,442,90,138
Object/8022.png,1,83,131,333,307
Object/8023.png,1,350,349,244,225
Object/8024.png,1,230,149,246,362
Object/8025.png,1,335,203,197,190
Object/8026.png,1,19,433,143,149
Object/8027.png,1,100,112,338,469
Object/8028.png,1,29,258,129,312
Object/8029.png,1,28,0,434,466
Object/8030.png,1,175,148,401,324
Object/8031.png,1,122,191,365,322
Object/8032.png,1,250,120,340,172
Object/8033.png,1,100,294,400,121
Object/8034.png,1,230,211,128,121
Object/8035.png,1,97,386,112,140
Object/8036.png,1,256,119,138,108
Object/8037.png,1,116,100,338,348
Object/8038.png,1,361,115,127,205
Object/8039.png,1,21,0,345,188
Object/8040.png,1,206,21,197,235
Object/8041.png,1,270,117,207,354
Object/8042.png,1,98,150,445,446
Object/8043.png,1,438,403,139,84
Object/8044.png,1,426,300,110,244
Object/8045.png,1,136,232,179,209
Object/8046.png,1,101,180,401,412
Object/8047.png,1,132,146,280,239
Object/8048.png,1,97,200,114,145
Object/8049.png,1,71,29,120,92
Object/8050.png,1,168,137,320,459
Object/8051.png,1,41,223,165,254
Object/8052.png,1,415,91,125,115
Object/8053.png,1,350,126,154,142
Object/8054.png,1,319,62,278,409
Object/8055.png,1,171,413,141,136
